date,Site_name,Site_number,JD,CJD,MO,DAY,YR,TIME,Q_cfs,staff_gage_ft,temp_C,cond_microS,DO_mg_L,pH,psat_percent,TP_microg_L,PO4_microg_L,NH4_microg_L,NO2_microg_L,NO3_NO2_microg_L,TN_microg_L,SiO2_microg_L,TSS_mg_L,turbidity_NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2012,Sycan R @ Drews Rd,SR0070,66,4081,3,6,2012,1100,34.5,1.2,3.07,115,11.29,7.75,84.1,56,27,40,0.5,39,412,"24,900",4.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2012,Sycan R @ Drews Rd,SR0070,72,4087,3,12,2012,1006,171.67,2.8,0.56,53,12.41,7.45,86.3,NA,NA,NA,NA,NA,NA,NA,14,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2012,Sycan R @ Drews Rd,SR0070,80,4095,3,20,2012,1326,297.27,3.54,0.84,50,12.75,7.39,88.1,60,12,27,1,8,543,"12,700",9.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2012,Sycan R @ Drews Rd,SR0070,93,4108,4,2,2012,931,571.28,4.75,2.38,48,12.11,6.78,88.5,46,8,NA,0.5,12,535,"15,800",16.3,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2012,Sycan R @ Drews Rd,SR0070,109,4124,4,18,2012,1524,354.28,3.7,8.81,67,10.63,7.71,91.5,34,10,8,0.5,10,357,"23,800",6.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2012,Sycan R @ Drews Rd,SR0070,119,4134,4,28,2012,1345,672.95,5.4,9.64,65,10.83,7.52,95.2,35,12,32,0.5,4,578,"23,900",7.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2012,Sycan R @ Drews Rd,SR0070,123,4138,5,2,2012,1307,537.64,4.94,10.35,69,9.97,7.66,89.1,33,11,30,0.5,4,572,"23,600",3.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2012,Sycan R @ Drews Rd,SR0070,164,4179,6,12,2012,1400,122.16,2.26,19.43,83,8.35,7.73,90.8,40,21,23,0.5,15,445,"27,200",2.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2012,Sycan R @ Drews Rd,SR0070,179,4194,6,27,2012,1351,47.29,1.38,19.38,99,9.64,8.3,104.8,48,26,16,0.5,20,440,"31,200",2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2012,Sycan R @ Drews Rd,SR0070,192,4207,7,10,2012,934,23.17,1.1,20.3,114,7.34,8.05,81.2,36,18,18,0.5,50,412,"29,300",3.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2012,Sycan R @ Drews Rd,SR0070,207,4222,7,25,2012,1000,12.3,0.86,19.2,124,8.23,8.81,89.1,43,NA,NA,0.5,63,339,"27,900",2.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2012,Sycan R @ Drews Rd,SR0070,220,4235,8,7,2012,1105,12.79,0.86,18.27,123,8.85,8.75,94,47,24,12,0.5,92,344,"27,000",3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2012,Sycan R @ Drews Rd,SR0070,233,4248,8,20,2012,1022,7.92,0.74,17.73,135,8.79,8.68,92.3,55,33,12,0.5,112,351,"28,500",1.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2012,Sycan R @ Drews Rd,SR0070,249,4264,9,5,2012,1116,10.66,0.78,16.4,129,8.84,8.54,90.3,47,31,NA,0.5,57,NA,"25,800",2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2012,Sycan R @ Drews Rd,SR0070,263,4278,9,19,2012,1037,12.84,0.82,14.27,129,8.42,8.17,82.2,44,32,27,0.5,67,301,"29,900",2.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2012,Sycan R @ Drews Rd,SR0070,275,4290,10,1,2012,1103,13.28,0.84,12.66,132,8.67,7.82,81.6,50,28,31,0.5,74,276,"28,800",2.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2012,Sycan R @ Drews Rd,SR0070,289,4304,10,15,2012,1100,14.14,0.85,11.54,126,8.71,7.81,80,43,32,21,0.5,69,247,"30,100",2.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2012,Sycan R @ Drews Rd,SR0070,320,4335,11,15,2012,1050,19.75,0.98,4.99,136,10.61,7.61,83.1,44,30,88,0.5,48,221,"29,600",2.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2012,Sycan R @ Drews Rd,SR0070,334,4349,11,29,2012,1126,27.49,1.06,4.61,121,10.59,7.38,82.1,45,28,12,0.5,64,279,"29,900",3.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2012,Sycan R @ Drews Rd,SR0070,339,4354,12,4,2012,1245,98.07,2.36,4.17,55,10.91,7.11,83.6,63,26,78,0.5,25,434,"17,800",8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2012,Sycan R @ Drews Rd,SR0070,340,4355,12,6,2012,1225,164.87,2.85,3.85,48,11.52,7.07,87.5,65,21,10,0.5,17,528,"19,600",8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,Sycan R @ Drews Rd,SR0070,346,4361,12,11,2012,1106,42.28,1.34,0.79,79,12.03,7.16,84.2,46,23,NA,0.5,37,416,"25,400",4.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2013,Sycan R @ Drews Rd,SR0070,9,4389,1,9,2013,1058,29.71,1.1,2.61,125,10.74,7.1,79.1,55,37,19,0.5,59,288,"31,900",4.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Sycan R @ Drews Rd,SR0070,37,4417,2,6,2013,1230,32.52,1.16,4.15,118,11.04,7.17,84.6,53,35,20,0.5,88,357,"30,500",3.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2013,Sycan R @ Drews Rd,SR0070,51,4431,2,20,2013,1229,23.51,1.04,3.34,140,11.3,7.31,84.7,171,37,8,0.5,61,307,"30,900",5.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2013,Sycan R @ Drews Rd,SR0070,64,4444,3,5,2013,1235,74.75,1.74,3.58,118,11.43,7.44,86.2,78,42,7,0.5,15,334,"24,700",8.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2013,Sycan R @ Drews Rd,SR0070,77,4457,3,18,2013,1025,383.92,3.81,2.81,44,11.77,NA,87,55,12,3,0.5,4,466,"17,900",12.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2013,Sycan R @ Drews Rd,SR0070,93,4473,4,3,2013,1443,295.04,3.53,9.49,63,10.59,7.08,92.7,40,9,3,0.5,10,503,"23,200",7.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2013,Sycan R @ Drews Rd,SR0070,108,4488,4,18,2013,1208,218.19,3.02,7.96,64,10.49,7.25,88.5,30,10,3,0.5,10,376,"25,800",3.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2013,Sycan R @ Drews Rd,SR0070,191,4571,7,10,2013,1253,10.85,0.9,28.83,130,11.37,9.07,153.9,40,24,3,0.5,48,343,"27,800",4.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2013,Sycan R @ Drews Rd,SR0070,204,4584,7,23,2013,1410,8.83,0.81,24.23,134,13.52,8.96,187.5,42,27,3,0.5,52,304,"28,200",2.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2013,Sycan R @ Drews Rd,SR0070,212,4592,7,31,2013,1120,8.33,0.8,19.61,132,11.22,9,142.5,41,26,23,0.5,70,293,"27,400",1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2013,Sycan R @ Drews Rd,SR0070,219,4599,8,7,2013,1340,10.13,0.86,20.71,138,10.75,9.02,140.1,51,27,9,0.5,41,288,"26,300",2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2013,Sycan R @ Drews Rd,SR0070,232,4612,8,20,2013,1345,8.43,0.84,22.63,131,11.58,9.21,156.2,NA,27,NA,0.5,75,285,"26,400",2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2013,Sycan R @ Drews Rd,SR0070,247,4627,9,4,2013,1347,9.36,0.82,18.96,128,11.27,9.14,141.7,47,27,15,0.5,54,270,"26,100",1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2013,Sycan R @ Drews Rd,SR0070,261,4641,9,18,2013,1258,9.66,0.82,15.49,131,10.27,8.57,120.2,45,26,9,0.5,61,236,"27,200",1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2013,Sycan R @ Drews Rd,SR0070,274,4654,10,1,2013,1340,16.34,0.92,13.1,130,11.38,8.29,126.6,41,28,8,0.5,27,222,"28,300",1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2013,Sycan R @ Drews Rd,SR0070,288,4668,10,15,2013,1023,12.75,0.85,6.35,132,9.72,8.03,91.5,41,28,13,0.5,47,286,"29,200",3.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2013,Sycan R @ Drews Rd,SR0070,302,4682,10,29,2013,1027,12.73,0.86,4.92,135,9.71,7.76,89.1,45,27,8,0.5,34,191,"29,900",2.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2013,Sycan R @ Drews Rd,SR0070,318,4698,11,13,2013,1018,18.06,0.96,7.54,121,10.16,7.53,98,36,20,3,0.5,33,162,"29,300",1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014,Sycan R @ Drews Rd,SR0070,9,4754,1,9,2014,910,16.37,0.91,2.43,151,10.58,7.78,90.5,75,53,NA,0.5,55,296,"33,900",3.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2014,Sycan R @ Drews Rd,SR0070,21,4766,1,21,2014,1446,15.91,0.9,4.09,129,12.14,8.21,107.6,55,39,6,0.5,47,197,"32,800",2.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2014,Sycan R @ Drews Rd,SR0070,35,4780,2,4,2014,1105,21.84,1,2.36,120,11.67,7.56,99.9,46,32,9,0.5,46,224,"30,700",2.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2014,Sycan R @ Drews Rd,SR0070,50,4795,2,19,2014,1321,107.54,2.02,2.48,61,12.14,7.09,108,59,16,6,0.5,28,508,"15,100",5.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2014,Sycan R @ Drews Rd,SR0070,66,4811,3,7,2014,1245,117.47,2.28,6.36,61,10.87,7.03,102.4,54,14,11,0.5,16,506,"21,000",4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014,Sycan R @ Drews Rd,SR0070,71,4816,3,12,2014,940,276.7,3.73,3.81,51,11.02,7.4,96.8,48,NA,8,0.5,10,582,"18,300",10.2,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014,Sycan R @ Drews Rd,SR0070,92,4837,4,2,2014,1005,120.54,2.2,5.33,73,10.3,7.23,95.5,36,11,3,0.5,10,528,"25,300",2.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2014,Sycan R @ Drews Rd,SR0070,105,4850,4,15,2014,1415,101.99,2.08,13.34,76,9.74,7.62,108.8,59,12,10,0.5,4,424,"25,200",2.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2014,Sycan R @ Drews Rd,SR0070,119,4864,4,29,2014,1406,108.49,2.06,13.68,73,10.45,7.87,117.2,41,10,3,0.5,12,379,"27,700",1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2014,Sycan R @ Drews Rd,SR0070,133,4878,5,13,2014,900,72.86,1.78,13.22,77,8.09,7.54,89.2,32,10,6,0.5,15,420,"27,500",1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2014,Sycan R @ Drews Rd,SR0070,148,4893,5,28,2014,1415,35.33,1.23,18.79,94,10.64,8.92,133.3,34,15,9,0.5,12,371,"30,000",1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2014,Sycan R @ Drews Rd,SR0070,161,4906,6,10,2014,1400,17.13,0.94,22.89,111,12.94,9.2,176.1,34,12,15,0.5,32,403,"28,600",1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2014,Sycan R @ Drews Rd,SR0070,189,4934,7,8,2014,1345,7.92,0.78,23.56,129,11.04,9.12,151.8,40,23,19,0.5,29,366,"23,600",1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2014,Sycan R @ Drews Rd,SR0070,204,4949,7,23,2014,1015,8.48,0.8,19.66,133,9.3,8.86,118.7,65,33,8,0.5,29,276,"27,100",1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2014,Sycan R @ Drews Rd,SR0070,218,4963,8,6,2014,1300,7.9,0.8,22.62,123,12.34,9.18,166.3,47,30,11,0.5,31,296,"26,900",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2014,Sycan R @ Drews Rd,SR0070,231,4976,8,19,2014,1245,9.37,0.8,22.02,129,12.92,9.31,173.3,39,21,10,0.5,45,270,"22,600",1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2014,Sycan R @ Drews Rd,SR0070,246,4991,9,3,2014,1320,9.47,0.8,18.22,120,13.39,9.39,166.4,31,18,15,0.5,34,230,"20,900",1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2014,Sycan R @ Drews Rd,SR0070,259,5004,9,16,2014,1330,9.49,0.8,17.86,123,12.33,9.28,152.2,32,17,14,0.5,39,239,"19,800",1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2014,Sycan R @ Drews Rd,SR0070,273,5018,9,30,2014,1330,10.88,0.82,15.94,136,11.76,8.88,139.1,32,20,12,0.5,38,NA,"24,300",3.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2014,Sycan R @ Drews Rd,SR0070,287,5032,10,14,2014,1340,13.24,0.86,11.8,145,10.4,8.32,112.8,41,27,14,0.5,25,259,"27,500",2.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2014,Sycan R @ Drews Rd,SR0070,302,5047,10,29,2014,1330,14.3,0.89,10.11,160,9.87,7.81,102.3,47,35,8,0.5,28,267,"29,500",0.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2014,Sycan R @ Drews Rd,SR0070,316,5061,11,12,2014,1330,14.45,0.88,7.01,151,11.79,8.23,113.6,52,33,25,0.5,40,233,"30,700",2.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2014,Sycan R @ Drews Rd,SR0070,346,5091,12,12,2014,1426,129.13,2.4,5.08,87,10.93,7.66,101.6,47,19,13,0.5,16,473,"23,800",NA,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2015,Sycan R @ Drews Rd,SR0070,6,5116,1,6,2015,1300,61.67,1.6,2.52,99,11.77,7.23,99.7,51,17,10,0.5,57,433,"30,900",2.2,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2015,Sycan R @ Drews Rd,SR0070,21,5131,1,21,2015,1310,170.38,2.68,1.08,62,12.63,6.92,103.2,53,12,12,0.5,41,516,"21,500",3.6,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2015,Sycan R @ Drews Rd,SR0070,34,5144,2,3,2015,1410,160.7,2.54,4.3,89,11.05,7.49,99.4,58,14,15,0.5,23,523,"23,100",4.9,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2015,Sycan R @ Drews Rd,SR0070,41,5151,2,10,2015,1330,390.97,4.18,4.56,52,11.09,6.58,99.8,57,10,13,0.5,80,622,"22,200",6.2,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2015,Sycan R @ Drews Rd,SR0070,56,5166,2,25,2015,1400,137.87,2.4,3.97,74,12.34,7.64,108.8,37,10,10,0.5,20,445,"24,400",NA,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2015,Sycan R @ Drews Rd,SR0070,71,5181,3,12,2015,1400,84.24,1.84,10.61,99,10.88,7.7,113.3,42,13,10,0.5,19,426,"26,500",3.3,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2015,Sycan R @ Drews Rd,SR0070,83,5193,3,24,2015,1450,114,3.1,7.37,69,11.03,7.6,107.2,47,11,9,1,15,473,"25,600",NA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2015,Sycan R @ Drews Rd,SR0070,100,5210,4,10,2015,1155,140.59,2.6,8.84,70,10.9,7.73,110,29,8,7,0.5,10,358,"27,300",3.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2015,Sycan R @ Drews Rd,SR0070,112,5222,4,22,2015,1315,69.21,1.94,15.28,82,10.59,8.29,123.8,34,13,3,0.5,15,371,"28,000",1.1,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015,Sycan R @ Drews Rd,SR0070,126,5236,5,6,2015,1330,34.36,1.4,15.75,92,12.09,8.9,142.8,29,9,10,0.5,15,360,"29,600",1.2,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2015,Sycan R @ Drews Rd,SR0070,154,5264,6,3,2015,1330,43.65,1.6,19.98,97,11.39,8.76,146.8,40,15,10,0.5,17,460,"26,700",1.2,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2015,Sycan R @ Drews Rd,SR0070,169,5279,6,18,2015,1230,14.78,1.04,22.12,112,11.26,8.84,151,40,18,14,0.5,29,389,"23,400",1.9,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2015,Sycan R @ Drews Rd,SR0070,209,5319,7,28,2015,1120,10.15,0.9,18.44,128,12.24,9.2,151.4,26,13,8,0.5,41,232,"21,000",1,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2015,Sycan R @ Drews Rd,SR0070,224,5334,8,12,2015,1350,8.78,0.8,22.22,125,13.89,9.18,186,31,18,8,0.5,27,284,"20,600",3.4,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2015,Sycan R @ Drews Rd,SR0070,237,5347,8,25,2015,1145,8.85,0.82,19.51,125,10.33,8.78,131,33,14,9,0.5,27,257,"20,200",2.1,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2015,Sycan R @ Drews Rd,SR0070,252,5362,9,9,2015,1405,9.28,0.8,18.15,120,12.6,8.93,155.6,21,14,9,0.5,48,215,"21,800",1.7,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2015,Sycan R @ Drews Rd,SR0070,265,5375,9,22,2015,1310,10.09,0.84,15.84,130,10.13,8.41,121,29,17,10,0.5,39,245,"24,300",1.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2015,Sycan R @ Drews Rd,SR0070,279,5389,10,6,2015,1314,11.54,0.86,13.3,136,10,8.06,111.5,34,22,14,0.5,47,226,"27,700",2.4,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2015,Sycan R @ Drews Rd,SR0070,293,5403,10,20,2015,1345,10.78,0.9,12.3,145,9.79,7.86,106.4,45,29,12,0.5,51,263,"29,600",1,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2015,Sycan R @ Drews Rd,SR0070,307,5417,11,3,2015,1331,13.59,0.92,7.8,167,10.31,8.09,102,60,34,11,0.5,45,365,"32,900",9.8,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,Sycan R @ Drews Rd,SR0070,322,5432,11,17,2015,1330,15.15,0.92,5.8,162,10.7,8.04,99.6,67,35,13,0.5,42,248,"33,400",1,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2015,Sycan R @ Drews Rd,SR0070,351,5461,12,16,2015,1123,15.25,0.94,1.74,189,11.12,7.7,93.3,55,43,16,0.5,55,275,"33,900",1,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2016,Sycan R @ Drews Rd,SR0070,26,5502,1,26,2016,1330,132.92,2.2,2.02,79,12.42,7.52,103.7,55,26,9,0.5,23,378,"25,800",3.1,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2016,Sycan R @ Drews Rd,SR0070,32,5508,2,1,2016,1045,233,3.56,0.23,56,12.33,7.42,99.1,56,18,10,0.5,45,478,"24,300",7.6,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2016,Sycan R @ Drews Rd,SR0070,48,5524,2,17,2016,1300,473.25,4.48,1.89,45,12.1,6.87,103.8,48,14,16,0.5,69,512,"21,600",10.4,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2016,Sycan R @ Drews Rd,SR0070,55,5531,2,24,2016,927,263.51,3.18,2.19,58,11.28,6.93,95.4,48,9,12,0.5,18,568,"22,000",2.9,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2016,Sycan R @ Drews Rd,SR0070,69,5545,3,9,2016,1011,596.3,4.91,2.36,54,11.74,7.39,100.9,51,10,16,0.5,29,701,"23,500",7.1,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2016,Sycan R @ Drews Rd,SR0070,83,5559,3,23,2016,1400,524,4.37,4.48,59,11.82,7.42,106.1,41,9,12,0.5,13,552,"27,300",3.3,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2016,Sycan R @ Drews Rd,SR0070,96,5572,4,5,2016,1024,202.58,3.02,10.28,77,9.15,7.52,94.3,49,13,10,0.5,16,534,"28,700",3.4,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2016,Sycan R @ Drews Rd,SR0070,109,5585,4,18,2016,1300,253.84,4.38,13.69,61,9.15,7.44,102.5,50,17,13,0.5,10,537,"26,800",3.5,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2016,Sycan R @ Drews Rd,SR0070,124,5600,5,3,2016,1243,228.99,3.14,14.28,67,9.1,7.67,103.7,40,15,10,0.5,12,472,"27,800",2.4,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2016,Sycan R @ Drews Rd,SR0070,154,5630,6,2,2016,940,88,2.7,18.06,81,7.1,7.47,88,43,18,6,0.5,12,476,"27,200",1,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2016,Sycan R @ Drews Rd,SR0070,165,5641,6,13,2016,1159,50,2.16,19.26,95,9.69,8.34,122.7,57,21,8,0.5,13,509,"30,600",NA,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2016,Sycan R @ Drews Rd,SR0070,180,5656,6,28,2016,955,36.96,1.48,20.59,96,8.08,7.86,104.7,44,16,3,0.5,9,489,"26,600",1.2,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2016,Sycan R @ Drews Rd,SR0070,194,5670,7,12,2016,1249,15.14,1.18,19.38,118,11.71,8.75,148.5,48,26,3,0.5,43,341,"27,200",0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
