date,Site_name,Site_number,JD,CJD,MO,DAY,YR,TIME,Q_cfs,staff_gage_ft,temp_C,cond_microS,DO_mg_L,pH,psat_percent,TP_microg_L,PO4_microg_L,NH4_microg_L,NO2_microg_L,NO3_NO2_microg_L,TN_microg_L,SiO2_microg_L,TSS_mg_L,turbidity_NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2020,Sycan R @ Drews Rd,SR0070,22,5498,1,22,2020,1030,18.11,1,2.94,138,10.2,6.89,87.6,59,9,NA,NA,NA,NA,42,3,NA,NA,NA,NA,20,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,38,8,NA,NA,NA,NA,269,30,NA,NA,NA,NA,"34,500",20,NA,NA,NA,NA,4,1,NA,NA,NA,NA,2.62,0.1,NA,NA,NA,NA,NA,NA
1/30/2020,Sycan R @ Drews Rd,SR0070,30,5506,1,30,2020,1220,125,2.3,1.76,55,11.83,5.5,99.4,39,9,NA,NA,NA,NA,17,3,NA,NA,NA,NA,14,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,13,8,NA,NA,NA,NA,294,30,NA,NA,NA,NA,"19,000",20,NA,NA,NA,NA,5.9,1,NA,NA,NA,NA,27.8,0.1,NA,NA,NA,NA,NA,NA
2/6/2020,Sycan R @ Drews Rd,SR0070,37,5513,2,6,2020,1015,106,2.1,0.49,63,12.18,6.06,98.6,52,9,51,1,1.9,Pass,12,3,13,1,8,Pass,10,6,12,2,18.2,Pass,1,1,1,0,0,Pass,19,8,17,2,11.1,Pass,521,30,502,19,3.7,Pass,"22,200",20,"21,200",1000,4.6,Pass,4.6,1,4.1,0.5,11.5,Pass,13.1,0.1,11.3,1.8,14.8,Pass,NA,NA
3/4/2020,Sycan R @ Drews Rd,SR0070,64,5540,3,4,2020,1200,pending,1.3,6.83,95,10.6,7.28,101.1,44,9,NA,NA,NA,NA,20,3,NA,NA,NA,NA,15,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,16,8,NA,NA,NA,NA,337,30,NA,NA,NA,NA,"23,900",20,NA,NA,NA,NA,6.1,1,NA,NA,NA,NA,9.42,0.1,NA,NA,NA,NA,NA,NA
4/2/2020,Sycan R @ Drews Rd,SR0070,93,5569,4,2,2020,1108,48.1,1.32,5.69,97,10.47,7.84,83.5,42,9,45,3,6.9,Pass,21,3,20,1,4.9,Pass,14,6,17,3,19.4,Pass,0.5,1,0.5,0,0,Pass,16,8,20,4,22.2,Pass,340,30,342,2,0.6,Pass,"27,200",20,"26,800",400,1.5,Pass,3.5,1,3.8,0.3,8.2,Pass,4.76,0.1,5.36,0.6,11.9,Pass,NA,NA
4/15/2020,Sycan R @ Drews Rd,SR0070,106,5582,4,15,2020,1055,39.3,1.2,10.67,100,9.13,6.91,82.1,51,9,NA,NA,NA,NA,23,3,NA,NA,NA,NA,16,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,14,8,NA,NA,NA,NA,383,30,NA,NA,NA,NA,"27,600",20,NA,NA,NA,NA,3.8,1,NA,NA,NA,NA,4.46,0.1,NA,NA,NA,NA,NA,NA
5/1/2020,Sycan R @ Drews Rd,SR0070,122,5598,5,1,2020,945,115,2.9,12.89,71,7.84,7.21,74.2,39,9,NA,NA,NA,NA,11,3,NA,NA,NA,NA,11,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,9,8,NA,NA,NA,NA,536,30,NA,NA,NA,NA,"24,000",20,NA,NA,NA,NA,4.4,1,NA,NA,NA,NA,3.27,0.1,NA,NA,NA,NA,NA,NA
5/15/2020,Sycan R @ Drews Rd,SR0070,136,5612,5,15,2020,1115,95.3,2.08,11.88,72,9.17,7.48,84.8,32,9,NA,NA,NA,NA,12,3,NA,NA,NA,NA,13,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,8,8,NA,NA,NA,NA,438,30,NA,NA,NA,NA,"24,200",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.68,0.1,NA,NA,NA,NA,NA,NA
5/28/2020,Sycan R @ Drews Rd,SR0070,149,5625,5,28,2020,1245,59.2,1.7,22.22,76,8.12,7.86,93.2,35,9,31,4,12.1,Pass,16,3,15,1,6.5,Pass,19,6,18,200,Pass,,0.5,1,0.5,0,0,Pass,8,8,9,1,11.8,Pass,413,30,426,13,3.1,Pass,"26,200",20,"26,100",100,0.4,Pass,1,1,1,0,0,Pass,1.6,0.1,3.12,1.52,64.4,Fail,Turbidity and Dup failed,Turbidity and Dup failed
6/11/2020,Sycan R @ Drews Rd,SR0070,163,5639,6,11,2020,937,31.12,1.24,17.31,90,8.38,7.81,87.2,90,9,NA,NA,NA,NA,15,3,NA,NA,NA,NA,18,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,29,8,NA,NA,NA,NA,400,30,NA,NA,NA,NA,"28,300",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.38,0.1,NA,NA,NA,NA,NA,NA
6/23/2020,Sycan R @ Drews Rd,SR0070,175,5651,6,23,2020,950,16.28,1.08,20.43,103,7.92,8.01,87.8,33,9,37,4,11.4,Pass,16,3,15,1,6.5,Pass,11,6,10,1,9.5,Pass,0.5,1,0.5,0,0,Pass,39,8,38,1,2.6,Pass,366,30,375,9,2.4,Pass,"27,400",20,"26,800",600,2.2,Pass,2.1,1,1,1.1,71,Fail,1.29,0.1,1.37,0.08,6,Pass,TSS and Dup failed,TSS and Dup failed
7/7/2020,Sycan R @ Drews Rd,SR0070,189,5665,7,7,2020,1023,9.56,0.96,17.08,116,9.77,9.04,101.3,31,9,35,4,12.1,Pass,16,3,17,1,6.1,Pass,10,6,11,1,9.5,Pass,0.5,1,0.5,0,0,Pass,56,8,55,1,1.8,Pass,349,30,313,36,10.9,Pass,"24,100",20,"24,100",0,0,Pass,1,1,1,0,0,Pass,1.24,0.1,1.25,0.01,0.8,Pass,NA,NA
7/22/2020,Sycan R @ Drews Rd,SR0070,204,5680,7,22,2020,1010,8.58,0.92,20.48,122,8.43,8.58,93.6,59,9,NA,NA,NA,NA,24,3,NA,NA,NA,NA,9,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,63,8,NA,NA,NA,NA,335,30,NA,NA,NA,NA,"24,500",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.38,0.1,NA,NA,NA,NA,NA,NA
8/6/2020,Sycan R @ Drews Rd,SR0070,219,5695,8,6,2020,1317,7.74,0.9,17.58,121,8.77,8.56,91.8,47,9,48,1,2.1,Pass,29,3,29,0,0,Pass,17,6,12,5,34.5,Pass,0.5,1,0.5,0,0,Pass,65,8,64,1,1.6,Pass,281,30,296,15,5.2,Pass,"26,900",20,"26,900",0,0,Pass,1,1,1,0,0,Pass,1.47,0.1,1.24,0.23,17,Pass,NA,NA
8/18/2020,Sycan R @ Drews Rd,SR0070,231,5707,8,18,2020,1215,7.54,1.54,19.72,121,9.97,8.32,109.1,44,9,NA,NA,NA,NA,26,3,NA,NA,NA,NA,13,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,31,8,NA,NA,NA,NA,264,30,NA,NA,NA,NA,"25,900",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.72,0.1,NA,NA,NA,NA,NA,NA
